index,id,kind,phase,strength,owner,applies_to,summary,internal_spec_line
1503,def.UnionMember,formal-definition,semantic-analysis,required,checker.types,"semantic-analysis, type-system, subtyping, union-types, oracle.reference-model, oracle.coverage",Defines membership of a type in a union by type equivalence with any union member.,25113
1504,Sub-Member-Union,formal-rule,semantic-analysis,required,checker.types,"semantic-analysis, type-system, subtyping, generics, variance, diagnostics, oracle.reference-model, oracle.coverage",Defines formal rule Sub-Member-Union from rules.Subtyping.,25127
1505,Sub-Union-Width,formal-rule,semantic-analysis,required,checker.types,"semantic-analysis, type-system, subtyping, generics, variance, diagnostics, oracle.reference-model, oracle.coverage",Defines formal rule Sub-Union-Width from rules.Subtyping.,25145
1506,def.VarianceDomain,formal-definition,semantic-analysis,required,checker.types,"semantic-analysis, type-system, subtyping, generics, variance, oracle.reference-model, oracle.coverage",Defines the variance marker domain.,25163
1507,def.VarianceOfSignature,formal-definition,semantic-analysis,required,checker.types,"semantic-analysis, type-system, subtyping, generics, variance, oracle.reference-model, oracle.coverage",Defines the variance lookup signature for a generic type path and parameter index.,25177
1508,def.VarianceOf,formal-definition,semantic-analysis,required,checker.types,"semantic-analysis, type-system, subtyping, generics, variance, oracle.reference-model, oracle.coverage",Defines variance lookup from the generic declaration's parameter variance.,25191
1509,def.VarianceSatisfied,formal-definition,semantic-analysis,required,checker.types,"semantic-analysis, type-system, subtyping, generics, variance, oracle.reference-model, oracle.coverage","Defines when generic arguments satisfy covariant, contravariant, invariant, or bivariant variance.",25205
1510,Sub-Generic,formal-rule,semantic-analysis,required,checker.types,"semantic-analysis, type-system, subtyping, generics, variance, diagnostics, oracle.reference-model, oracle.coverage",Defines formal rule Sub-Generic from rules.Subtyping.,25223
1511,Sub-Generic-Invariant-Err,formal-rule,semantic-analysis,required,checker.types,"semantic-analysis, type-system, subtyping, generics, variance, diagnostics, oracle.reference-model, oracle.coverage",Defines formal rule Sub-Generic-Invariant-Err from rules.Subtyping.,25241
1512,Sub-Generic-Covariant-Err,formal-rule,semantic-analysis,required,checker.types,"semantic-analysis, type-system, subtyping, generics, variance, diagnostics, oracle.reference-model, oracle.coverage",Defines formal rule Sub-Generic-Covariant-Err from rules.Subtyping.,25259
1513,Sub-Generic-Contravariant-Err,formal-rule,semantic-analysis,required,checker.types,"semantic-analysis, type-system, subtyping, generics, variance, diagnostics, oracle.reference-model, oracle.coverage",Defines formal rule Sub-Generic-Contravariant-Err from rules.Subtyping.,25277
1514,Sub-Refl,formal-rule,semantic-analysis,required,checker.types,"semantic-analysis, type-system, subtyping, generics, variance, diagnostics, oracle.reference-model, oracle.coverage",Defines formal rule Sub-Refl from rules.Subtyping.,25295
1515,Sub-Trans,formal-rule,semantic-analysis,required,checker.types,"semantic-analysis, type-system, subtyping, generics, variance, diagnostics, oracle.reference-model, oracle.coverage",Defines formal rule Sub-Trans from rules.Subtyping.,25313
1516,def.TypeInferenceJudgementSet,formal-definition,semantic-analysis,required,checker.types,"semantic-analysis, type-system, inference, checking, unification, oracle.reference-model, oracle.coverage","Defines the type inference, checking, and solver judgement set.",25334
1517,def.TypeEqualityConstraint,formal-definition,semantic-analysis,required,checker.types,"semantic-analysis, type-system, inference, checking, unification, oracle.reference-model, oracle.coverage",Defines an equality constraint as a pair of types.,25348
1518,def.TypeEqualityConstraintSet,formal-definition,semantic-analysis,required,checker.types,"semantic-analysis, type-system, inference, checking, unification, oracle.reference-model, oracle.coverage",Defines a constraint set as a set of equality constraints.,25362
1519,req.ConstraintGenerationFeatureLocal,normative-requirement,semantic-analysis,required,checker.types,"semantic-analysis, type-system, inference, checking, unification, oracle.coverage",Requires constraint generation to be feature-local and defines the shared solver chapter boundary.,25376
1520,def.TypeVariableDomain,formal-definition,semantic-analysis,required,checker.types,"semantic-analysis, type-system, inference, checking, unification, substitution, oracle.reference-model, oracle.coverage",Defines the type-variable domain.,25390
1521,def.TypeVariablesOfType,formal-definition,semantic-analysis,required,checker.types,"semantic-analysis, type-system, inference, checking, unification, substitution, oracle.reference-model, oracle.coverage",Defines type-variable extraction from a type.,25404
1522,def.SubstitutionDomain,formal-definition,semantic-analysis,required,checker.types,"semantic-analysis, type-system, inference, checking, unification, substitution, oracle.reference-model, oracle.coverage",Defines substitutions as partial maps from type variables to types.,25418
1523,def.SubstitutionDefinedDomain,formal-definition,semantic-analysis,required,checker.types,"semantic-analysis, type-system, inference, checking, unification, substitution, oracle.reference-model, oracle.coverage",Defines the domain of a substitution.,25432
1524,def.IdentitySubstitution,formal-definition,semantic-analysis,required,checker.types,"semantic-analysis, type-system, inference, checking, unification, substitution, oracle.reference-model, oracle.coverage",Defines the identity substitution as the empty substitution.,25446
1525,def.SubstitutionApplication,formal-definition,semantic-analysis,required,checker.types,"semantic-analysis, type-system, inference, checking, unification, substitution, oracle.reference-model, oracle.coverage","Defines how substitutions apply to primitive, variable, aggregate, function, pointer, permission, applied, and remaining type constructors.",25460
1526,def.SubstitutionComposition,formal-definition,semantic-analysis,required,checker.types,"semantic-analysis, type-system, inference, checking, unification, substitution, oracle.reference-model, oracle.coverage",Defines composition of substitutions.,25484
1527,def.UnificationStateDomain,formal-definition,semantic-analysis,required,checker.types,"semantic-analysis, type-system, inference, checking, unification, substitution, diagnostics, oracle.reference-model, oracle.coverage",Defines the deterministic unification state domain.,25498
1528,Unify-Empty,formal-rule,semantic-analysis,required,checker.types,"semantic-analysis, type-system, inference, checking, unification, substitution, diagnostics, oracle.reference-model, oracle.coverage",Defines formal rule Unify-Empty from rules.TypeInferenceAndUnification.,25512
1529,Unify-Eq,formal-rule,semantic-analysis,required,checker.types,"semantic-analysis, type-system, inference, checking, unification, substitution, diagnostics, oracle.reference-model, oracle.coverage",Defines formal rule Unify-Eq from rules.TypeInferenceAndUnification.,25529
1530,Unify-Var-L,formal-rule,semantic-analysis,required,checker.types,"semantic-analysis, type-system, inference, checking, unification, substitution, diagnostics, oracle.reference-model, oracle.coverage",Defines formal rule Unify-Var-L from rules.TypeInferenceAndUnification.,25547
1531,Unify-Var-R,formal-rule,semantic-analysis,required,checker.types,"semantic-analysis, type-system, inference, checking, unification, substitution, diagnostics, oracle.reference-model, oracle.coverage",Defines formal rule Unify-Var-R from rules.TypeInferenceAndUnification.,25565
1532,Unify-Occurs-Fail,formal-rule,semantic-analysis,required,checker.types,"semantic-analysis, type-system, inference, checking, unification, substitution, diagnostics, oracle.reference-model, oracle.coverage",Defines formal rule Unify-Occurs-Fail from rules.TypeInferenceAndUnification.,25583
1533,Unify-Tuple,formal-rule,semantic-analysis,required,checker.types,"semantic-analysis, type-system, inference, checking, unification, substitution, diagnostics, oracle.reference-model, oracle.coverage",Defines formal rule Unify-Tuple from rules.TypeInferenceAndUnification.,25601
1534,Unify-Tuple-Fail,formal-rule,semantic-analysis,required,checker.types,"semantic-analysis, type-system, inference, checking, unification, substitution, diagnostics, oracle.reference-model, oracle.coverage",Defines formal rule Unify-Tuple-Fail from rules.TypeInferenceAndUnification.,25619
1535,Unify-Array,formal-rule,semantic-analysis,required,checker.types,"semantic-analysis, type-system, inference, checking, unification, substitution, diagnostics, oracle.reference-model, oracle.coverage",Defines formal rule Unify-Array from rules.TypeInferenceAndUnification.,25637
1536,Unify-Array-Len-Fail,formal-rule,semantic-analysis,required,checker.types,"semantic-analysis, type-system, inference, checking, unification, substitution, diagnostics, oracle.reference-model, oracle.coverage",Defines formal rule Unify-Array-Len-Fail from rules.TypeInferenceAndUnification.,25655
1537,Unify-Slice,formal-rule,semantic-analysis,required,checker.types,"semantic-analysis, type-system, inference, checking, unification, substitution, diagnostics, oracle.reference-model, oracle.coverage",Defines formal rule Unify-Slice from rules.TypeInferenceAndUnification.,25673
1538,Unify-Perm,formal-rule,semantic-analysis,required,checker.types,"semantic-analysis, type-system, inference, checking, unification, substitution, diagnostics, oracle.reference-model, oracle.coverage",Defines formal rule Unify-Perm from rules.TypeInferenceAndUnification.,25691
1539,Unify-Perm-Fail,formal-rule,semantic-analysis,required,checker.types,"semantic-analysis, type-system, inference, checking, unification, substitution, diagnostics, oracle.reference-model, oracle.coverage",Defines formal rule Unify-Perm-Fail from rules.TypeInferenceAndUnification.,25709
1540,Unify-Func,formal-rule,semantic-analysis,required,checker.types,"semantic-analysis, type-system, inference, checking, unification, substitution, diagnostics, oracle.reference-model, oracle.coverage",Defines formal rule Unify-Func from rules.TypeInferenceAndUnification.,25727
1541,Unify-Func-Fail,formal-rule,semantic-analysis,required,checker.types,"semantic-analysis, type-system, inference, checking, unification, substitution, diagnostics, oracle.reference-model, oracle.coverage",Defines formal rule Unify-Func-Fail from rules.TypeInferenceAndUnification.,25746
1542,Unify-Closure,formal-rule,semantic-analysis,required,checker.types,"semantic-analysis, type-system, inference, checking, unification, substitution, diagnostics, oracle.reference-model, oracle.coverage",Defines formal rule Unify-Closure from rules.TypeInferenceAndUnification.,25764
1543,Unify-Closure-Fail,formal-rule,semantic-analysis,required,checker.types,"semantic-analysis, type-system, inference, checking, unification, substitution, diagnostics, oracle.reference-model, oracle.coverage",Defines formal rule Unify-Closure-Fail from rules.TypeInferenceAndUnification.,25782
1544,Unify-Ptr,formal-rule,semantic-analysis,required,checker.types,"semantic-analysis, type-system, inference, checking, unification, substitution, diagnostics, oracle.reference-model, oracle.coverage",Defines formal rule Unify-Ptr from rules.TypeInferenceAndUnification.,25800
1545,Unify-Ptr-State-Fail,formal-rule,semantic-analysis,required,checker.types,"semantic-analysis, type-system, inference, checking, unification, substitution, diagnostics, oracle.reference-model, oracle.coverage",Defines formal rule Unify-Ptr-State-Fail from rules.TypeInferenceAndUnification.,25818
1546,Unify-RawPtr,formal-rule,semantic-analysis,required,checker.types,"semantic-analysis, type-system, inference, checking, unification, substitution, diagnostics, oracle.reference-model, oracle.coverage",Defines formal rule Unify-RawPtr from rules.TypeInferenceAndUnification.,25836
1547,Unify-RawPtr-Qual-Fail,formal-rule,semantic-analysis,required,checker.types,"semantic-analysis, type-system, inference, checking, unification, substitution, diagnostics, oracle.reference-model, oracle.coverage",Defines formal rule Unify-RawPtr-Qual-Fail from rules.TypeInferenceAndUnification.,25854
1548,Unify-Apply,formal-rule,semantic-analysis,required,checker.types,"semantic-analysis, type-system, inference, checking, unification, substitution, diagnostics, oracle.reference-model, oracle.coverage",Defines formal rule Unify-Apply from rules.TypeInferenceAndUnification.,25872
1549,Unify-Apply-Fail,formal-rule,semantic-analysis,required,checker.types,"semantic-analysis, type-system, inference, checking, unification, substitution, diagnostics, oracle.reference-model, oracle.coverage",Defines formal rule Unify-Apply-Fail from rules.TypeInferenceAndUnification.,25890
1550,Unify-Range,formal-rule,semantic-analysis,required,checker.types,"semantic-analysis, type-system, inference, checking, unification, substitution, diagnostics, oracle.reference-model, oracle.coverage",Defines formal rule Unify-Range from rules.TypeInferenceAndUnification.,25908
1551,Unify-RangeInclusive,formal-rule,semantic-analysis,required,checker.types,"semantic-analysis, type-system, inference, checking, unification, substitution, diagnostics, oracle.reference-model, oracle.coverage",Defines formal rule Unify-RangeInclusive from rules.TypeInferenceAndUnification.,25926
1552,Unify-RangeFrom,formal-rule,semantic-analysis,required,checker.types,"semantic-analysis, type-system, inference, checking, unification, substitution, diagnostics, oracle.reference-model, oracle.coverage",Defines formal rule Unify-RangeFrom from rules.TypeInferenceAndUnification.,25944
1553,Unify-RangeTo,formal-rule,semantic-analysis,required,checker.types,"semantic-analysis, type-system, inference, checking, unification, substitution, diagnostics, oracle.reference-model, oracle.coverage",Defines formal rule Unify-RangeTo from rules.TypeInferenceAndUnification.,25962
1554,Unify-RangeToInclusive,formal-rule,semantic-analysis,required,checker.types,"semantic-analysis, type-system, inference, checking, unification, substitution, diagnostics, oracle.reference-model, oracle.coverage",Defines formal rule Unify-RangeToInclusive from rules.TypeInferenceAndUnification.,25980
1555,Unify-Refine,formal-rule,semantic-analysis,required,checker.types,"semantic-analysis, type-system, inference, checking, unification, substitution, diagnostics, oracle.reference-model, oracle.coverage",Defines formal rule Unify-Refine from rules.TypeInferenceAndUnification.,25998
1556,Unify-Refine-Pred-Fail,formal-rule,semantic-analysis,required,checker.types,"semantic-analysis, type-system, inference, checking, unification, substitution, diagnostics, oracle.reference-model, oracle.coverage",Defines formal rule Unify-Refine-Pred-Fail from rules.TypeInferenceAndUnification.,26016
1557,Unify-Prim-Fail,formal-rule,semantic-analysis,required,checker.types,"semantic-analysis, type-system, inference, checking, unification, substitution, diagnostics, oracle.reference-model, oracle.coverage",Defines formal rule Unify-Prim-Fail from rules.TypeInferenceAndUnification.,26034
1558,Unify-Rigid-Fail,formal-rule,semantic-analysis,required,checker.types,"semantic-analysis, type-system, inference, checking, unification, substitution, diagnostics, oracle.reference-model, oracle.coverage",Defines formal rule Unify-Rigid-Fail from rules.TypeInferenceAndUnification.,26052
1559,Unify-Ctor-Mismatch,formal-rule,semantic-analysis,required,checker.types,"semantic-analysis, type-system, inference, checking, unification, substitution, diagnostics, oracle.reference-model, oracle.coverage",Defines formal rule Unify-Ctor-Mismatch from rules.TypeInferenceAndUnification.,26077
1560,Unify-Ok,formal-rule,semantic-analysis,required,checker.types,"semantic-analysis, type-system, inference, checking, unification, substitution, diagnostics, oracle.reference-model, oracle.coverage",Defines formal rule Unify-Ok from rules.TypeInferenceAndUnification.,26095
1561,Unify-Err,formal-rule,semantic-analysis,required,checker.types,"semantic-analysis, type-system, inference, checking, unification, substitution, diagnostics, oracle.reference-model, oracle.coverage",Defines formal rule Unify-Err from rules.TypeInferenceAndUnification.,26113
1562,Solve-Unify,formal-rule,semantic-analysis,required,checker.types,"semantic-analysis, type-system, inference, checking, unification, substitution, diagnostics, oracle.reference-model, oracle.coverage",Defines formal rule Solve-Unify from rules.TypeInferenceAndUnification.,26131
1563,Solve-Fail,formal-rule,semantic-analysis,required,checker.types,"semantic-analysis, type-system, inference, checking, unification, substitution, diagnostics, oracle.reference-model, oracle.coverage",Defines formal rule Solve-Fail from rules.TypeInferenceAndUnification.,26149
1564,Syn-Expr,formal-rule,semantic-analysis,required,checker.types,"semantic-analysis, type-system, inference, checking, unification, substitution, diagnostics, oracle.reference-model, oracle.coverage",Defines formal rule Syn-Expr from rules.TypeInferenceAndUnification.,26167
1565,Syn-Ident,formal-rule,semantic-analysis,required,checker.types,"semantic-analysis, type-system, inference, checking, unification, substitution, diagnostics, oracle.reference-model, oracle.coverage",Defines formal rule Syn-Ident from rules.TypeInferenceAndUnification.,26185
1566,Syn-Unit,formal-rule,semantic-analysis,required,checker.types,"semantic-analysis, type-system, inference, checking, unification, substitution, diagnostics, oracle.reference-model, oracle.coverage",Defines formal rule Syn-Unit from rules.TypeInferenceAndUnification.,26203
1567,Syn-Tuple,formal-rule,semantic-analysis,required,checker.types,"semantic-analysis, type-system, inference, checking, unification, substitution, diagnostics, oracle.reference-model, oracle.coverage",Defines formal rule Syn-Tuple from rules.TypeInferenceAndUnification.,26220
1568,Syn-Call,formal-rule,semantic-analysis,required,checker.types,"semantic-analysis, type-system, inference, checking, unification, substitution, diagnostics, oracle.reference-model, oracle.coverage",Defines formal rule Syn-Call from rules.TypeInferenceAndUnification.,26238
1569,Syn-Call-Err,formal-rule,semantic-analysis,required,checker.types,"semantic-analysis, type-system, inference, checking, unification, substitution, diagnostics, oracle.reference-model, oracle.coverage",Defines formal rule Syn-Call-Err from rules.TypeInferenceAndUnification.,26256
1570,Chk-Subsumption-Modal-NonNiche,formal-rule,semantic-analysis,required,checker.types,"semantic-analysis, type-system, inference, checking, unification, substitution, diagnostics, oracle.reference-model, oracle.coverage",Defines formal rule Chk-Subsumption-Modal-NonNiche from rules.TypeInferenceAndUnification.,26274
1571,Chk-Subsumption,formal-rule,semantic-analysis,required,checker.types,"semantic-analysis, type-system, inference, checking, unification, substitution, diagnostics, oracle.reference-model, oracle.coverage",Defines formal rule Chk-Subsumption from rules.TypeInferenceAndUnification.,26292
1572,Chk-Null-Ptr,formal-rule,semantic-analysis,required,checker.types,"semantic-analysis, type-system, inference, checking, unification, substitution, diagnostics, oracle.reference-model, oracle.coverage",Defines formal rule Chk-Null-Ptr from rules.TypeInferenceAndUnification.,26310
1573,def.PtrNullExpectedType,formal-definition,semantic-analysis,required,checker.types,"semantic-analysis, type-system, inference, checking, pointer-types, diagnostics, oracle.reference-model, oracle.coverage",Defines expected types that can accept a null pointer expression.,26328
1574,Syn-PtrNull-Err,formal-rule,semantic-analysis,required,checker.types,"semantic-analysis, type-system, inference, checking, unification, substitution, diagnostics, oracle.reference-model, oracle.coverage",Defines formal rule Syn-PtrNull-Err from rules.TypeInferenceAndUnification.,26342
1575,Chk-PtrNull-Err,formal-rule,semantic-analysis,required,checker.types,"semantic-analysis, type-system, inference, checking, unification, substitution, diagnostics, oracle.reference-model, oracle.coverage",Defines formal rule Chk-PtrNull-Err from rules.TypeInferenceAndUnification.,26360
1576,req.FeatureLocalSynthesisAndCheckingOwnership,normative-requirement,semantic-analysis,required,checker.types,"semantic-analysis, type-system, inference, checking, unification, substitution, oracle.coverage",Requires feature-local synthesis and checking rules to be owned by feature chapters while this chapter owns the shared framework.,26378
1577,property.TypeSystemMetatheory.Intro,metatheoretic-property,semantic-analysis,required,checker.types,"semantic-analysis, runtime, ownership, permissions, async, parallelism, oracle.coverage",Introduces the key metatheoretic properties that the Ultraviolet type system is designed to satisfy.,26395
1578,Progress,metatheoretic-property,semantic-analysis,required,checker.types,"semantic-analysis, runtime, ownership, permissions, async, parallelism, oracle.coverage",Defines Progress from properties.TypeSystemMetatheory.,26409
1579,Preservation,metatheoretic-property,semantic-analysis,required,checker.types,"semantic-analysis, runtime, ownership, permissions, async, parallelism, oracle.coverage",Defines Preservation from properties.TypeSystemMetatheory.,26428
1580,No-Use-After-Free,metatheoretic-property,semantic-analysis,required,checker.types,"semantic-analysis, runtime, ownership, permissions, async, parallelism, oracle.coverage",Defines No-Use-After-Free from properties.TypeSystemMetatheory.,26444
1581,No-Double-Free,metatheoretic-property,semantic-analysis,required,checker.types,"semantic-analysis, runtime, ownership, permissions, async, parallelism, oracle.coverage",Defines No-Double-Free from properties.TypeSystemMetatheory.,26460
1582,No-Dangling-Pointers,metatheoretic-property,semantic-analysis,required,checker.types,"semantic-analysis, runtime, ownership, permissions, async, parallelism, oracle.coverage",Defines No-Dangling-Pointers from properties.TypeSystemMetatheory.,26476
1583,Exclusivity-Invariant,metatheoretic-property,semantic-analysis,required,checker.types,"semantic-analysis, runtime, ownership, permissions, async, parallelism, oracle.coverage",Defines Exclusivity-Invariant from properties.TypeSystemMetatheory.,26492
1584,Permission-Preservation,metatheoretic-property,semantic-analysis,required,checker.types,"semantic-analysis, runtime, ownership, permissions, async, parallelism, oracle.coverage",Defines Permission-Preservation from properties.TypeSystemMetatheory.,26508
1585,State-Determinism,metatheoretic-property,semantic-analysis,required,checker.types,"semantic-analysis, runtime, ownership, permissions, async, parallelism, oracle.coverage",Defines State-Determinism from properties.TypeSystemMetatheory.,26524
1586,No-Resurrection,metatheoretic-property,semantic-analysis,required,checker.types,"semantic-analysis, runtime, ownership, permissions, async, parallelism, oracle.coverage",Defines No-Resurrection from properties.TypeSystemMetatheory.,26540
1587,Data-Race-Freedom,metatheoretic-property,semantic-analysis,required,checker.types,"semantic-analysis, runtime, ownership, permissions, async, parallelism, oracle.coverage",Defines Data-Race-Freedom from properties.TypeSystemMetatheory.,26556
1588,Fork-Join-Guarantee,metatheoretic-property,semantic-analysis,required,checker.types,"semantic-analysis, runtime, ownership, permissions, async, parallelism, oracle.coverage",Defines Fork-Join-Guarantee from properties.TypeSystemMetatheory.,26572
1589,Key-Serialization,metatheoretic-property,semantic-analysis,required,checker.types,"semantic-analysis, runtime, ownership, permissions, async, parallelism, oracle.coverage",Defines Key-Serialization from properties.TypeSystemMetatheory.,26588
1590,Async-Key-Safety,metatheoretic-property,semantic-analysis,required,checker.types,"semantic-analysis, runtime, ownership, permissions, async, parallelism, oracle.coverage",Defines Async-Key-Safety from properties.TypeSystemMetatheory.,26604
1591,diagnostics.CoreTypeDiagnostics,diagnostics,diagnostics,required,diagnostics.types,"semantic-analysis, type-system, generics, inference, oracle.coverage","Defines core type-inference, alias-cycle, variance, and literal suffix diagnostic code table.",26623
1592,grammar.AttributeSyntaxAndPlacement,grammar,parsing,required,parser.attributes,"parsing, attributes, oracle.syntax, oracle.coverage","Defines attribute list grammar, attribute names, vendor prefixes, and attribute arguments.",26651
1593,req.AttributeReservedLeafNames,normative-requirement,parsing,required,parser.attributes,"parsing, attributes, vendor-attributes, diagnostics, oracle.syntax, oracle.coverage",Requires dynamic and static to appear only as attribute-name leaves and not inside vendor prefixes.,26684
1594,req.AttributeImmediateTargetPlacement,normative-requirement,parsing,required,parser.attributes,"parsing, attributes, diagnostics, oracle.syntax, oracle.coverage",Requires an attribute list to appear immediately before the declaration or expression it modifies.,26698
1595,Parse-AttrListOpt-None,formal-rule,parsing,required,parser.attributes,"parsing, attributes, trailing-commas, oracle.reference-model, oracle.coverage",Defines formal rule Parse-AttrListOpt-None from rules.AttributeParsing.,26714
1596,Parse-AttrListOpt-Yes,formal-rule,parsing,required,parser.attributes,"parsing, attributes, trailing-commas, oracle.reference-model, oracle.coverage",Defines formal rule Parse-AttrListOpt-Yes from rules.AttributeParsing.,26732
1597,Parse-AttrList-Cons,formal-rule,parsing,required,parser.attributes,"parsing, attributes, trailing-commas, oracle.reference-model, oracle.coverage",Defines formal rule Parse-AttrList-Cons from rules.AttributeParsing.,26750
1598,Parse-AttrListTail-End,formal-rule,parsing,required,parser.attributes,"parsing, attributes, trailing-commas, oracle.reference-model, oracle.coverage",Defines formal rule Parse-AttrListTail-End from rules.AttributeParsing.,26768
1599,Parse-AttrListTail-Cons,formal-rule,parsing,required,parser.attributes,"parsing, attributes, trailing-commas, oracle.reference-model, oracle.coverage",Defines formal rule Parse-AttrListTail-Cons from rules.AttributeParsing.,26786
1600,Parse-AttrBlock,formal-rule,parsing,required,parser.attributes,"parsing, attributes, trailing-commas, oracle.reference-model, oracle.coverage",Defines formal rule Parse-AttrBlock from rules.AttributeParsing.,26804
1601,Parse-AttrSpecList-Cons,formal-rule,parsing,required,parser.attributes,"parsing, attributes, trailing-commas, oracle.reference-model, oracle.coverage",Defines formal rule Parse-AttrSpecList-Cons from rules.AttributeParsing.,26822
1602,Parse-AttrSpecListTail-End,formal-rule,parsing,required,parser.attributes,"parsing, attributes, trailing-commas, oracle.reference-model, oracle.coverage",Defines formal rule Parse-AttrSpecListTail-End from rules.AttributeParsing.,26840
1603,Parse-AttrSpecListTail-TrailingComma,formal-rule,parsing,required,parser.attributes,"parsing, attributes, trailing-commas, oracle.reference-model, oracle.coverage",Defines formal rule Parse-AttrSpecListTail-TrailingComma from rules.AttributeParsing.,26858
1604,Parse-AttrSpecListTail-Comma,formal-rule,parsing,required,parser.attributes,"parsing, attributes, trailing-commas, oracle.reference-model, oracle.coverage",Defines formal rule Parse-AttrSpecListTail-Comma from rules.AttributeParsing.,26876
1605,Parse-AttrSpec,formal-rule,parsing,required,parser.attributes,"parsing, attributes, trailing-commas, oracle.reference-model, oracle.coverage",Defines formal rule Parse-AttrSpec from rules.AttributeParsing.,26894
1606,Parse-AttrArgsOpt-None,formal-rule,parsing,required,parser.attributes,"parsing, attributes, trailing-commas, oracle.reference-model, oracle.coverage",Defines formal rule Parse-AttrArgsOpt-None from rules.AttributeParsing.,26912
1607,Parse-AttrArgsOpt-Yes,formal-rule,parsing,required,parser.attributes,"parsing, attributes, trailing-commas, oracle.reference-model, oracle.coverage",Defines formal rule Parse-AttrArgsOpt-Yes from rules.AttributeParsing.,26930
1608,Parse-AttrArgList-Cons,formal-rule,parsing,required,parser.attributes,"parsing, attributes, trailing-commas, oracle.reference-model, oracle.coverage",Defines formal rule Parse-AttrArgList-Cons from rules.AttributeParsing.,26948
1609,Parse-AttrArgListTail-End,formal-rule,parsing,required,parser.attributes,"parsing, attributes, trailing-commas, oracle.reference-model, oracle.coverage",Defines formal rule Parse-AttrArgListTail-End from rules.AttributeParsing.,26966
1610,Parse-AttrArgListTail-TrailingComma,formal-rule,parsing,required,parser.attributes,"parsing, attributes, trailing-commas, oracle.reference-model, oracle.coverage",Defines formal rule Parse-AttrArgListTail-TrailingComma from rules.AttributeParsing.,26984
1611,Parse-AttrArgListTail-Comma,formal-rule,parsing,required,parser.attributes,"parsing, attributes, trailing-commas, oracle.reference-model, oracle.coverage",Defines formal rule Parse-AttrArgListTail-Comma from rules.AttributeParsing.,27002
1612,Parse-AttrArg-Named-Literal,formal-rule,parsing,required,parser.attributes,"parsing, attributes, trailing-commas, oracle.reference-model, oracle.coverage",Defines formal rule Parse-AttrArg-Named-Literal from rules.AttributeParsing.,27020
1613,Parse-AttrArg-Named-Ident,formal-rule,parsing,required,parser.attributes,"parsing, attributes, trailing-commas, oracle.reference-model, oracle.coverage",Defines formal rule Parse-AttrArg-Named-Ident from rules.AttributeParsing.,27038
1614,Parse-AttrArg-Named-Call,formal-rule,parsing,required,parser.attributes,"parsing, attributes, trailing-commas, oracle.reference-model, oracle.coverage",Defines formal rule Parse-AttrArg-Named-Call from rules.AttributeParsing.,27056
1615,Parse-AttrArg-Literal,formal-rule,parsing,required,parser.attributes,"parsing, attributes, trailing-commas, oracle.reference-model, oracle.coverage",Defines formal rule Parse-AttrArg-Literal from rules.AttributeParsing.,27074
1616,Parse-AttrArg-Ident,formal-rule,parsing,required,parser.attributes,"parsing, attributes, trailing-commas, oracle.reference-model, oracle.coverage",Defines formal rule Parse-AttrArg-Ident from rules.AttributeParsing.,27092
1617,def.AttributeAstRepresentation,formal-definition,parsing,required,parser.attributes,"parsing, ast, attributes, oracle.reference-model, oracle.coverage",Defines the attribute-name AST representation.,27113
1618,def.AttributeVendorPrefixAst,formal-definition,parsing,required,parser.attributes,"parsing, ast, attributes, vendor-attributes, oracle.reference-model, oracle.coverage",Defines the vendor-prefix AST representation for attributes.,27132
1619,def.AttributeArgumentAst,formal-definition,parsing,required,parser.attributes,"parsing, ast, attributes, oracle.reference-model, oracle.coverage",Defines the attribute-argument AST representation.,27146
1620,def.AttributeSpecAst,formal-definition,parsing,required,parser.attributes,"parsing, ast, attributes, oracle.reference-model, oracle.coverage",Defines the attribute-specification AST representation.,27160
1621,def.AttributeListAst,formal-definition,parsing,required,parser.attributes,"parsing, ast, attributes, oracle.reference-model, oracle.coverage",Defines attribute-list and optional-attribute-list AST representations.,27174
1622,def.ExpressionAttributes,formal-definition,parsing,required,parser.attributes,"parsing, ast, attributes, expressions, oracle.reference-model, oracle.coverage",Defines expression attribute access.,27189
1623,def.AttachExpressionAttributes,formal-definition,parsing,required,parser.attributes,"parsing, ast, attributes, expressions, oracle.reference-model, oracle.coverage",Defines how parsed attributes attach to an expression in source order.,27203
1624,def.ItemAttributeList,formal-definition,parsing,required,parser.attributes,"parsing, ast, attributes, items, oracle.reference-model, oracle.coverage",Defines item attribute-list lookup from an optional attribute list.,27217
1625,def.AttributeByName,formal-definition,parsing,required,parser.attributes,"parsing, ast, attributes, items, oracle.reference-model, oracle.coverage",Defines attribute lookup by name from an item attribute list.,27232
1626,req.MalformedAttributeSyntaxIllFormed,semantic-requirement,semantic-analysis,required,checker.attributes,"semantic-analysis, attributes, diagnostics, oracle.behavior, oracle.coverage",Requires malformed attribute syntax to be ill-formed.,27248
1627,def.AttributeTargetDomain,formal-definition,semantic-analysis,required,checker.attributes,"semantic-analysis, attributes, diagnostics, oracle.reference-model, oracle.coverage",Defines the target-kind domain for attribute placement.,27262
1628,def.AttributeRegistry,formal-definition,semantic-analysis,required,checker.attributes,"semantic-analysis, attributes, vendor-attributes, diagnostics, oracle.reference-model, oracle.coverage",Defines the attribute registry as the disjoint union of specification and vendor registries.,27276
