index,id,kind,phase,strength,owner,applies_to,summary,internal_spec_line
1137,def.InScope,formal-definition,semantic-analysis,required,checker.name-resolution,"semantic-analysis, name-resolution, using-aliases, modules, oracle.reference-model, oracle.coverage",Defines membership of an identifier in a single resolution scope.,19007
1138,def.InOuter,formal-definition,semantic-analysis,required,checker.name-resolution,"semantic-analysis, name-resolution, using-aliases, modules, oracle.reference-model, oracle.coverage",Defines membership of an identifier in any outer resolution scope.,19021
1139,Intro-Ok,formal-rule,semantic-analysis,required,checker.name-resolution,"semantic-analysis, name-resolution, diagnostics, oracle.reference-model, oracle.coverage",Introduces a name when it is absent from current and outer scopes and is not reserved.,19035
1140,Intro-Dup,formal-rule,semantic-analysis,required,checker.name-resolution,"semantic-analysis, name-resolution, diagnostics, oracle.reference-model, oracle.coverage",Rejects introducing a name already present in the current scope.,19053
1141,Intro-Outer-Err,formal-rule,semantic-analysis,required,checker.name-resolution,"semantic-analysis, name-resolution, diagnostics, oracle.reference-model, oracle.coverage",Rejects introducing a name absent from the current scope but present in an outer scope.,19071
1142,Intro-Reserved-Gen-Err,formal-rule,semantic-analysis,required,checker.name-resolution,"semantic-analysis, name-resolution, diagnostics, oracle.reference-model, oracle.coverage",Rejects introducing a reserved generated identifier.,19089
1143,Intro-Reserved-Ultraviolet-Err,formal-rule,semantic-analysis,required,checker.name-resolution,"semantic-analysis, name-resolution, diagnostics, oracle.reference-model, oracle.coverage",Rejects introducing the reserved ultraviolet identifier.,19107
1144,req.IntroRulePriority,semantic-requirement,semantic-analysis,required,checker.name-resolution,"semantic-analysis, name-resolution, diagnostics, oracle.behavior, oracle.coverage",Requires Intro diagnostics to follow the ordered priority of the listed Intro rules when multiple rules apply.,19125
1145,def.UsingAlias,formal-definition,semantic-analysis,required,checker.name-resolution,"semantic-analysis, name-resolution, using-aliases, oracle.reference-model, oracle.coverage",Defines UsingAlias as a compile-time alias to an existing entity without storage or copy.,19141
1146,Using-Alias-Ok,formal-rule,semantic-analysis,required,checker.name-resolution,"semantic-analysis, name-resolution, using-aliases, oracle.reference-model, oracle.coverage","Introduces a using alias when the source resolves, the alias is absent from current and outer scopes, and the alias is not reserved.",19157
1147,Using-Alias-Unresolved,formal-rule,semantic-analysis,required,checker.name-resolution,"semantic-analysis, name-resolution, using-aliases, diagnostics, oracle.reference-model, oracle.coverage",Rejects a using alias whose source name does not resolve.,19175
1148,Using-Alias-Dup,formal-rule,semantic-analysis,required,checker.name-resolution,"semantic-analysis, name-resolution, using-aliases, diagnostics, oracle.reference-model, oracle.coverage",Rejects a using alias whose alias name appears in the current or outer scope.,19193
1149,Using-Alias-Reserved,formal-rule,semantic-analysis,required,checker.name-resolution,"semantic-analysis, name-resolution, using-aliases, diagnostics, oracle.reference-model, oracle.coverage",Rejects a using alias whose alias name is reserved.,19211
1150,req.UsingAliasRulePriority,semantic-requirement,semantic-analysis,required,checker.name-resolution,"semantic-analysis, name-resolution, using-aliases, diagnostics, oracle.behavior, oracle.coverage",Requires UsingAlias diagnostics to follow the ordered priority of the listed UsingAlias rules when multiple rules apply.,19229
1151,def.ModuleNameValidationHelpers,formal-definition,semantic-analysis,required,checker.name-resolution,"semantic-analysis, name-resolution, modules, oracle.reference-model, oracle.coverage",Defines module name extraction for module-name validation.,19243
1152,Validate-Module-Ok,formal-rule,semantic-analysis,required,checker.name-resolution,"semantic-analysis, name-resolution, modules, oracle.reference-model, oracle.coverage",Accepts module names when no module name is a keyword key.,19257
1153,Validate-Module-Keyword-Err,formal-rule,semantic-analysis,required,checker.name-resolution,"semantic-analysis, name-resolution, modules, diagnostics, oracle.reference-model, oracle.coverage",Rejects module names when any module name is a keyword key.,19275
1154,req.UniverseScopeReuseHandledByIntro,semantic-requirement,semantic-analysis,required,checker.name-resolution,"semantic-analysis, name-resolution, modules, diagnostics, oracle.behavior, oracle.coverage",Requires universe-scope name reuse at module scope to be handled by Intro-Outer-Err rather than ValidateModuleNames.,19293
1155,def.LookupScopeSequence,formal-definition,semantic-analysis,required,checker.name-resolution,"semantic-analysis, name-resolution, qualified-resolution, oracle.reference-model, oracle.coverage",Defines the ordered scope sequence used by unqualified lookup.,19309
1156,def.LookupNearestScopeIndex,formal-definition,semantic-analysis,required,checker.name-resolution,"semantic-analysis, name-resolution, qualified-resolution, oracle.reference-model, oracle.coverage",Defines the nearest scope index containing the identifier key for unqualified lookup.,19323
1157,Lookup-Unqualified,formal-rule,semantic-analysis,required,checker.name-resolution,"semantic-analysis, name-resolution, oracle.reference-model, oracle.coverage",Resolves an unqualified name to the entity in the nearest containing scope.,19337
1158,Lookup-Unqualified-None,formal-rule,semantic-analysis,required,checker.name-resolution,"semantic-analysis, name-resolution, oracle.reference-model, oracle.coverage",Fails unqualified lookup when no scope contains the identifier key.,19355
1159,def.EntityKindPredicates,formal-definition,semantic-analysis,required,checker.name-resolution,"semantic-analysis, name-resolution, oracle.reference-model, oracle.coverage","Defines entity kind predicates for value, type, class, module alias, and region alias entities.",19373
1160,def.RegionAliasName,formal-definition,semantic-analysis,required,checker.name-resolution,"semantic-analysis, name-resolution, regions, oracle.reference-model, oracle.coverage",Defines a region alias name as a value name that resolves to a region alias entity.,19391
1161,Resolve-Value-Name,formal-rule,semantic-analysis,required,checker.name-resolution,"semantic-analysis, name-resolution, oracle.reference-model, oracle.coverage",Resolves a value name from lookup when the entity is a value entity.,19405
1162,Resolve-Type-Name,formal-rule,semantic-analysis,required,checker.name-resolution,"semantic-analysis, name-resolution, oracle.reference-model, oracle.coverage",Resolves a type name from lookup when the entity is a type entity.,19423
1163,Resolve-Class-Name,formal-rule,semantic-analysis,required,checker.name-resolution,"semantic-analysis, name-resolution, oracle.reference-model, oracle.coverage",Resolves a class name from lookup when the entity is a class entity.,19441
1164,Resolve-Module-Name,formal-rule,semantic-analysis,required,checker.name-resolution,"semantic-analysis, name-resolution, modules, oracle.reference-model, oracle.coverage",Resolves a module name from lookup when the entity is a module alias entity.,19459
1165,def.QualifiedResolutionProjectInput,formal-definition,semantic-analysis,required,checker.name-resolution,"semantic-analysis, name-resolution, qualified-resolution, oracle.reference-model, oracle.coverage",Defines the project input used by qualified resolution.,19477
1166,def.QualifiedResolutionCurrentModule,formal-definition,semantic-analysis,required,checker.name-resolution,"semantic-analysis, name-resolution, qualified-resolution, oracle.reference-model, oracle.coverage",Defines the current module input used by qualified resolution.,19491
1167,def.QualifiedResolutionVisibleModules,formal-definition,semantic-analysis,required,checker.name-resolution,"semantic-analysis, name-resolution, qualified-resolution, imports, using, visibility, oracle.reference-model, oracle.coverage",Defines visible module path and name inputs used by qualified resolution.,19505
1168,def.QualifiedResolutionAliasMap,formal-definition,semantic-analysis,required,checker.name-resolution,"semantic-analysis, name-resolution, qualified-resolution, imports, using, oracle.reference-model, oracle.coverage",Defines the alias map input used by qualified resolution.,19520
1169,def.QualifiedResolutionKindDomain,formal-definition,semantic-analysis,required,checker.name-resolution,"semantic-analysis, name-resolution, qualified-resolution, oracle.reference-model, oracle.coverage",Defines the allowed kind predicate domain for qualified resolution.,19534
1170,req.ModuleVisibilityJudgementOwnership,normative-requirement,semantic-analysis,required,checker.name-resolution,"semantic-analysis, name-resolution, imports, using, modules, oracle.coverage",Assigns visible module and import/using judgements to section 11.5.4 and requires this chapter to consume them without redefining them.,19548
1171,req.ResolveModulePathCanonicalOwner,normative-requirement,semantic-analysis,required,checker.name-resolution,"semantic-analysis, name-resolution, qualified-resolution, modules, oracle.coverage",Assigns canonical ResolveModulePath ownership to section 11.5.4 and consumes it in ResolveQualified.,19562
1172,Resolve-Qualified,formal-rule,semantic-analysis,required,checker.name-resolution,"semantic-analysis, name-resolution, qualified-resolution, visibility, oracle.reference-model, oracle.coverage","Resolves a qualified name through module-path resolution, name maps, accessibility checks, and requested entity kind.",19576
1173,def.DeclOfModuleItem,formal-definition,semantic-analysis,required,checker.visibility,"semantic-analysis, name-resolution, visibility, modules, oracle.reference-model, oracle.coverage",Defines declaration lookup for ordinary module items by module path and name.,19596
1174,def.DeclOfExternProc,formal-definition,semantic-analysis,required,checker.visibility,"semantic-analysis, name-resolution, visibility, modules, ffi, oracle.reference-model, oracle.coverage",Defines declaration lookup for extern procedures through their owning extern block.,19610
1175,def.ModuleOfItem,formal-definition,semantic-analysis,required,checker.visibility,"semantic-analysis, name-resolution, visibility, modules, oracle.reference-model, oracle.coverage",Defines the module path that owns an AST module item.,19624
1176,def.ModuleOfExternProc,formal-definition,semantic-analysis,required,checker.visibility,"semantic-analysis, name-resolution, visibility, modules, ffi, oracle.reference-model, oracle.coverage",Defines the module path that owns an extern procedure through its extern block.,19638
1177,def.ExternBlockOfProc,formal-definition,semantic-analysis,required,checker.visibility,"semantic-analysis, name-resolution, visibility, modules, ffi, oracle.reference-model, oracle.coverage",Defines the extern block containing an extern procedure.,19652
1178,def.ExternProcName,formal-definition,semantic-analysis,required,checker.visibility,"semantic-analysis, name-resolution, visibility, ffi, oracle.reference-model, oracle.coverage",Defines name extraction for extern procedure declarations.,19666
1179,def.VisibilityOfDeclaration,formal-definition,semantic-analysis,required,checker.visibility,"semantic-analysis, name-resolution, visibility, oracle.reference-model, oracle.coverage",Defines visibility extraction from a declaration.,19680
1180,def.SameAssembly,formal-definition,semantic-analysis,required,checker.visibility,"semantic-analysis, name-resolution, visibility, modules, oracle.reference-model, oracle.coverage",Defines same-assembly comparison for two module paths.,19694
1181,Access-Public,formal-rule,semantic-analysis,required,checker.visibility,"semantic-analysis, name-resolution, visibility, oracle.reference-model, oracle.coverage",Allows access to public declarations.,19708
1182,Access-Internal,formal-rule,semantic-analysis,required,checker.visibility,"semantic-analysis, name-resolution, visibility, oracle.reference-model, oracle.coverage",Allows access to internal declarations from the same assembly.,19726
1183,Access-Private,formal-rule,semantic-analysis,required,checker.visibility,"semantic-analysis, name-resolution, visibility, oracle.reference-model, oracle.coverage",Allows access to private declarations from the same module.,19744
1184,Access-Internal-Err,formal-rule,semantic-analysis,required,checker.visibility,"semantic-analysis, name-resolution, visibility, diagnostics, oracle.reference-model, oracle.coverage",Rejects access to internal declarations from outside the declaration assembly.,19762
1185,Access-Err,formal-rule,semantic-analysis,required,checker.visibility,"semantic-analysis, name-resolution, visibility, diagnostics, oracle.reference-model, oracle.coverage",Rejects access to private declarations from outside the declaration module.,19780
1186,def.TopLevelDeclarationPredicate,formal-definition,semantic-analysis,required,checker.visibility,"semantic-analysis, name-resolution, visibility, modules, oracle.reference-model, oracle.coverage",Defines the top-level declaration predicate.,19798
1187,TopLevelVis-Ok,formal-rule,semantic-analysis,required,checker.visibility,"semantic-analysis, name-resolution, visibility, modules, oracle.reference-model, oracle.coverage",Accepts top-level declaration visibility validation for top-level declarations.,19812
1188,prop.CollectNamesOrderIndependence,metatheoretic-property,semantic-analysis,required,checker.name-resolution,"semantic-analysis, name-resolution, modules, diagnostics, oracle.behavior, oracle.coverage",Requires module name collection to be independent of item order.,19832
1189,def.BindingKindDomain,formal-definition,semantic-analysis,required,checker.name-resolution,"semantic-analysis, name-resolution, modules, imports, using, oracle.reference-model, oracle.coverage",Defines the binding kind domain used by top-level name collection.,19846
1190,def.BindingSourceDomain,formal-definition,semantic-analysis,required,checker.name-resolution,"semantic-analysis, name-resolution, modules, imports, using, oracle.reference-model, oracle.coverage",Defines the binding source domain used by top-level name collection.,19860
1191,def.NameInfoShape,formal-definition,semantic-analysis,required,checker.name-resolution,"semantic-analysis, name-resolution, modules, imports, using, oracle.reference-model, oracle.coverage",Defines the shape of name information records collected for top-level names.,19874
1192,def.ModuleNameMap,formal-definition,semantic-analysis,required,checker.name-resolution,"semantic-analysis, name-resolution, modules, imports, using, oracle.reference-model, oracle.coverage",Defines the name map for a module from the module map and collected names.,19888
1193,def.AliasMap,formal-definition,semantic-analysis,required,checker.name-resolution,"semantic-analysis, name-resolution, modules, imports, using, oracle.reference-model, oracle.coverage",Defines the module alias map derived from a module name map.,19902
1194,def.UsingMap,formal-definition,semantic-analysis,required,checker.name-resolution,"semantic-analysis, name-resolution, modules, using, oracle.reference-model, oracle.coverage","Defines the using map for value, type, and class entries.",19916
1195,def.UsingValueMap,formal-definition,semantic-analysis,required,checker.name-resolution,"semantic-analysis, name-resolution, modules, using, oracle.reference-model, oracle.coverage",Defines the using value map derived from using-sourced value entries.,19930
1196,def.UsingTypeMap,formal-definition,semantic-analysis,required,checker.name-resolution,"semantic-analysis, name-resolution, modules, using, oracle.reference-model, oracle.coverage",Defines the using type map derived from using-sourced type and class entries.,19944
1197,def.TypeMap,formal-definition,semantic-analysis,required,checker.name-resolution,"semantic-analysis, name-resolution, modules, oracle.reference-model, oracle.coverage",Defines the type map derived from type entries in a module name map.,19958
1198,def.ClassMap,formal-definition,semantic-analysis,required,checker.name-resolution,"semantic-analysis, name-resolution, modules, classes, oracle.reference-model, oracle.coverage",Defines the class map derived from class entries in a module name map.,19972
1199,PatNames-IdentifierPattern,formal-rule,semantic-analysis,required,checker.name-resolution,"semantic-analysis, name-resolution, patterns, oracle.reference-model, oracle.coverage",Extracts the bound identifier from an identifier pattern.,19986
1200,PatNames-WildcardPattern,formal-rule,semantic-analysis,required,checker.name-resolution,"semantic-analysis, name-resolution, patterns, oracle.reference-model, oracle.coverage",Extracts no bound names from a wildcard pattern.,20001
1201,PatNames-LiteralPattern,formal-rule,semantic-analysis,required,checker.name-resolution,"semantic-analysis, name-resolution, patterns, oracle.reference-model, oracle.coverage",Extracts no bound names from a literal pattern.,20016
1202,PatNames-TypedPattern-Discard,formal-rule,semantic-analysis,required,checker.name-resolution,"semantic-analysis, name-resolution, patterns, oracle.reference-model, oracle.coverage",Extracts no bound names from a discard typed pattern.,20031
1203,PatNames-TypedPattern-Identifier,formal-rule,semantic-analysis,required,checker.name-resolution,"semantic-analysis, name-resolution, patterns, oracle.reference-model, oracle.coverage",Extracts the bound identifier from a non-discard typed pattern.,20046
1204,PatNames-TuplePattern,formal-rule,semantic-analysis,required,checker.name-resolution,"semantic-analysis, name-resolution, patterns, oracle.reference-model, oracle.coverage",Extracts tuple pattern names by concatenating names from each element pattern.,20061
1205,PatNames-RecordFieldPattern,formal-rule,semantic-analysis,required,checker.name-resolution,"semantic-analysis, name-resolution, patterns, oracle.reference-model, oracle.coverage",Extracts record field pattern names from the explicit nested pattern.,20078
1206,PatNames-RecordFieldShorthand,formal-rule,semantic-analysis,required,checker.name-resolution,"semantic-analysis, name-resolution, patterns, oracle.reference-model, oracle.coverage",Extracts the field name from a shorthand record field pattern.,20095
1207,PatNames-RecordPattern,formal-rule,semantic-analysis,required,checker.name-resolution,"semantic-analysis, name-resolution, patterns, oracle.reference-model, oracle.coverage",Extracts record pattern names by concatenating names from each field pattern.,20110
1208,PatNames-EnumNoPayload,formal-rule,semantic-analysis,required,checker.name-resolution,"semantic-analysis, name-resolution, patterns, oracle.reference-model, oracle.coverage",Extracts no bound names from an enum pattern without payload.,20127
1209,PatNames-EnumTuplePayload,formal-rule,semantic-analysis,required,checker.name-resolution,"semantic-analysis, name-resolution, patterns, oracle.reference-model, oracle.coverage",Extracts enum tuple payload pattern names by concatenating names from each payload pattern.,20142
1210,PatNames-EnumRecordPayload,formal-rule,semantic-analysis,required,checker.name-resolution,"semantic-analysis, name-resolution, patterns, oracle.reference-model, oracle.coverage",Extracts enum record payload pattern names by concatenating names from each field pattern.,20159
1211,PatNames-RangePattern,formal-rule,semantic-analysis,required,checker.name-resolution,"semantic-analysis, name-resolution, patterns, oracle.reference-model, oracle.coverage",Extracts range pattern names by concatenating names from low and high endpoint patterns.,20176
1212,def.AllModuleNames,formal-definition,semantic-analysis,required,checker.name-resolution,"semantic-analysis, name-resolution, modules, imports, using, oracle.reference-model, oracle.coverage",Defines all module names from all module paths in the project.,20193
1213,def.VisibleModuleNames,formal-definition,semantic-analysis,required,checker.name-resolution,"semantic-analysis, name-resolution, modules, imports, using, oracle.reference-model, oracle.coverage",Defines visible module names from visible module paths for a module.,20207
1214,def.LastPathComponent,formal-definition,semantic-analysis,required,checker.name-resolution,"semantic-analysis, name-resolution, modules, imports, using, oracle.reference-model, oracle.coverage",Defines extraction of the final component from a non-empty path.,20221
1215,def.IsModulePath,formal-definition,semantic-analysis,required,checker.name-resolution,"semantic-analysis, name-resolution, modules, imports, using, oracle.reference-model, oracle.coverage",Defines module-path recognition through the string form of the path.,20235
1216,def.SplitLastPathComponent,formal-definition,semantic-analysis,required,checker.name-resolution,"semantic-analysis, name-resolution, modules, imports, using, oracle.reference-model, oracle.coverage",Defines splitting a path into prefix module path and final name.,20249
1217,def.ModuleByPath,formal-definition,semantic-analysis,required,checker.name-resolution,"semantic-analysis, name-resolution, modules, imports, using, oracle.reference-model, oracle.coverage",Defines module lookup by project and module path.,20263
1218,def.ItemNames,formal-definition,semantic-analysis,required,checker.name-resolution,"semantic-analysis, name-resolution, modules, imports, using, oracle.reference-model, oracle.coverage","Defines item names as value, type, and class entries in a module name map.",20277
1219,def.UsingSpecName,formal-definition,semantic-analysis,required,checker.name-resolution,"semantic-analysis, name-resolution, modules, using, oracle.reference-model, oracle.coverage",Defines the effective name of a using spec from its optional alias.,20291
1220,def.UsingSpecNames,formal-definition,semantic-analysis,required,checker.name-resolution,"semantic-analysis, name-resolution, modules, using, oracle.reference-model, oracle.coverage",Defines effective names for a list of using specs.,20307
1221,DeclNames-Empty,formal-rule,semantic-analysis,required,checker.name-resolution,"semantic-analysis, name-resolution, modules, oracle.reference-model, oracle.coverage",Extracts no declaration names from an empty item list.,20321
1222,DeclNames-Using,formal-rule,semantic-analysis,required,checker.name-resolution,"semantic-analysis, name-resolution, modules, using, oracle.reference-model, oracle.coverage",Skips using declarations when collecting declaration names.,20336
1223,DeclNames-Item,formal-rule,semantic-analysis,required,checker.name-resolution,"semantic-analysis, name-resolution, modules, oracle.reference-model, oracle.coverage",Collects declaration names for non-using items from item bindings and recursively collected rest names.,20354
1224,def.ModuleDeclNames,formal-definition,semantic-analysis,required,checker.name-resolution,"semantic-analysis, name-resolution, modules, oracle.reference-model, oracle.coverage",Defines module declaration names from module items and module path.,20372
1225,req.ImportUsingJudgementCanonicalOwner,normative-requirement,semantic-analysis,required,checker.name-resolution,"semantic-analysis, name-resolution, imports, using, modules, oracle.coverage","Assigns ResolveImportPath, ResolveUsingPath, ImportNames, UsingNames, and ImportOk to section 11.5.4 as canonical judgements.",20386
1226,Bind-Procedure,formal-rule,semantic-analysis,required,checker.name-resolution,"semantic-analysis, name-resolution, modules, oracle.reference-model, oracle.coverage",Extracts a value binding from a procedure declaration.,20400
1227,Bind-ExternBlock,formal-rule,semantic-analysis,required,checker.name-resolution,"semantic-analysis, name-resolution, modules, extern, oracle.reference-model, oracle.coverage",Extracts value bindings for extern procedure declarations inside an extern block.,20417
1228,Bind-Record,formal-rule,semantic-analysis,required,checker.name-resolution,"semantic-analysis, name-resolution, modules, records, oracle.reference-model, oracle.coverage",Extracts a type binding from a record declaration.,20435
1229,Bind-Enum,formal-rule,semantic-analysis,required,checker.name-resolution,"semantic-analysis, name-resolution, modules, enums, oracle.reference-model, oracle.coverage",Extracts a type binding from an enum declaration.,20452
1230,Bind-Class,formal-rule,semantic-analysis,required,checker.name-resolution,"semantic-analysis, name-resolution, modules, classes, oracle.reference-model, oracle.coverage",Extracts a class binding from a class declaration.,20469
1231,Bind-TypeAlias,formal-rule,semantic-analysis,required,checker.name-resolution,"semantic-analysis, name-resolution, modules, type-aliases, oracle.reference-model, oracle.coverage",Extracts a type binding from a type alias declaration.,20486
1232,Bind-Static,formal-rule,semantic-analysis,required,checker.name-resolution,"semantic-analysis, name-resolution, modules, statics, patterns, oracle.reference-model, oracle.coverage",Extracts value bindings from names bound by a static declaration pattern.,20503
1233,Bind-Import,formal-rule,semantic-analysis,required,checker.name-resolution,"semantic-analysis, name-resolution, modules, imports, oracle.reference-model, oracle.coverage",Extracts item bindings from successful import name resolution.,20521
1234,Bind-Import-Err,formal-rule,semantic-analysis,required,checker.name-resolution,"semantic-analysis, name-resolution, modules, imports, diagnostics, oracle.reference-model, oracle.coverage",Propagates import-name resolution diagnostics from item binding extraction.,20539
1235,Bind-Using,formal-rule,semantic-analysis,required,checker.name-resolution,"semantic-analysis, name-resolution, modules, using, oracle.reference-model, oracle.coverage",Extracts item bindings from successful using name resolution.,20557
1236,Bind-Using-Err,formal-rule,semantic-analysis,required,checker.name-resolution,"semantic-analysis, name-resolution, modules, using, diagnostics, oracle.reference-model, oracle.coverage",Propagates using-name resolution diagnostics from item binding extraction.,20575
1237,Bind-ErrorItem,formal-rule,semantic-analysis,required,checker.name-resolution,"semantic-analysis, name-resolution, modules, oracle.reference-model, oracle.coverage",Extracts no item bindings from an error item.,20593
1238,Collect-Ok,formal-rule,semantic-analysis,required,checker.name-resolution,"semantic-analysis, name-resolution, modules, oracle.reference-model, oracle.coverage",Collects module names by collecting the module item list from an empty initial name map.,20610
1239,Collect-Scan,formal-rule,semantic-analysis,required,checker.name-resolution,"semantic-analysis, name-resolution, modules, oracle.reference-model, oracle.coverage",Scans an item into the collected name map when item names are disjoint and duplicate-free.,20628
1240,Collect-Using-Import-Dup,formal-rule,semantic-analysis,required,checker.name-resolution,"semantic-analysis, name-resolution, modules, imports, using, diagnostics, oracle.reference-model, oracle.coverage",Emits the import/using name conflict diagnostic for duplicate or conflicting import/using-collected names.,20646
1241,Collect-Dup,formal-rule,semantic-analysis,required,checker.name-resolution,"semantic-analysis, name-resolution, modules, diagnostics, oracle.reference-model, oracle.coverage",Emits the generic collect-name duplicate diagnostic for duplicate names outside import/using conflicts.,20664
1242,Collect-Err,formal-rule,semantic-analysis,required,checker.name-resolution,"semantic-analysis, name-resolution, modules, diagnostics, oracle.reference-model, oracle.coverage",Propagates item-binding diagnostics while collecting names.,20682
1243,def.BindingNameSet,formal-definition,semantic-analysis,required,checker.name-resolution,"semantic-analysis, name-resolution, modules, imports, using, diagnostics, oracle.reference-model, oracle.coverage",Defines the set of names present in a binding list.,20700
1244,def.NoDuplicateBindingNames,formal-definition,semantic-analysis,required,checker.name-resolution,"semantic-analysis, name-resolution, modules, imports, using, diagnostics, oracle.reference-model, oracle.coverage",Defines duplicate-free binding lists by distinct binding names.,20714
1245,def.DisjointBindingNames,formal-definition,semantic-analysis,required,checker.name-resolution,"semantic-analysis, name-resolution, modules, imports, using, diagnostics, oracle.reference-model, oracle.coverage",Defines disjointness between a binding list and an existing name map.,20728
1246,def.NameMapUnion,formal-definition,semantic-analysis,required,checker.name-resolution,"semantic-analysis, name-resolution, modules, imports, using, oracle.reference-model, oracle.coverage",Defines union of an existing name map and a binding list.,20742
1247,def.NameInfoOfBinding,formal-definition,semantic-analysis,required,checker.name-resolution,"semantic-analysis, name-resolution, modules, imports, using, oracle.reference-model, oracle.coverage",Defines lookup of name information in a binding list.,20756
1248,def.BindingNameSource,formal-definition,semantic-analysis,required,checker.name-resolution,"semantic-analysis, name-resolution, modules, imports, using, diagnostics, oracle.reference-model, oracle.coverage",Defines source lookup for a name in a binding list.,20770
1249,def.NameMapSource,formal-definition,semantic-analysis,required,checker.name-resolution,"semantic-analysis, name-resolution, modules, imports, using, diagnostics, oracle.reference-model, oracle.coverage",Defines source lookup for a name in an existing name map.,20784
1250,def.UsingImportConflict,formal-definition,semantic-analysis,required,checker.name-resolution,"semantic-analysis, name-resolution, modules, imports, using, diagnostics, oracle.reference-model, oracle.coverage",Defines conflicts involving imported or using-sourced names during name collection.,20798
1251,def.NameCollectionStateDomain,formal-definition,semantic-analysis,required,checker.name-resolution,"semantic-analysis, name-resolution, modules, diagnostics, oracle.reference-model, oracle.coverage",Defines the deterministic state domain for name collection.,20812
1252,Names-Start,formal-rule,semantic-analysis,required,checker.name-resolution,"semantic-analysis, name-resolution, modules, oracle.reference-model, oracle.coverage",Starts deterministic name collection by entering scan state over the module item list.,20826
1253,Names-Step,formal-rule,semantic-analysis,required,checker.name-resolution,"semantic-analysis, name-resolution, modules, oracle.reference-model, oracle.coverage",Advances deterministic name collection when item bindings are disjoint and duplicate-free.,20843
1254,Names-Step-Using-Import-Dup,formal-rule,semantic-analysis,required,checker.name-resolution,"semantic-analysis, name-resolution, modules, imports, using, diagnostics, oracle.reference-model, oracle.coverage",Transitions deterministic name collection to the import/using conflict error state for import/using duplicate conflicts.,20861
1255,Names-Step-Dup,formal-rule,semantic-analysis,required,checker.name-resolution,"semantic-analysis, name-resolution, modules, diagnostics, oracle.reference-model, oracle.coverage",Transitions deterministic name collection to the duplicate-name error state for non-import/using duplicate conflicts.,20879
1256,Names-Step-Err,formal-rule,semantic-analysis,required,checker.name-resolution,"semantic-analysis, name-resolution, modules, diagnostics, oracle.reference-model, oracle.coverage",Transitions deterministic name collection to an item-binding error state when item binding fails.,20897
1257,Names-Done,formal-rule,semantic-analysis,required,checker.name-resolution,"semantic-analysis, name-resolution, modules, oracle.reference-model, oracle.coverage",Completes deterministic name collection when scanning reaches the empty item list.,20915
1258,def.ResolveQualifiedFormSignature,formal-definition,semantic-analysis,required,checker.name-resolution,"semantic-analysis, qualified-resolution, expressions, records, enums, oracle.reference-model, oracle.coverage",Defines the partial-function signature for qualified-form resolution.,20934
1259,def.ResolveArgsSignature,formal-definition,semantic-analysis,required,checker.name-resolution,"semantic-analysis, qualified-resolution, expressions, oracle.reference-model, oracle.coverage",Defines the partial-function signature for argument-list resolution.,20948
1260,def.ResolveFieldInitsSignature,formal-definition,semantic-analysis,required,checker.name-resolution,"semantic-analysis, qualified-resolution, expressions, records, oracle.reference-model, oracle.coverage",Defines the partial-function signature for field-initializer resolution.,20962
1261,def.ResolveRecordPathSignature,formal-definition,semantic-analysis,required,checker.name-resolution,"semantic-analysis, qualified-resolution, records, oracle.reference-model, oracle.coverage",Defines the partial-function signature for record-path resolution.,20976
1262,def.ResolveEnumUnitSignature,formal-definition,semantic-analysis,required,checker.name-resolution,"semantic-analysis, qualified-resolution, enums, oracle.reference-model, oracle.coverage",Defines the partial-function signature for unit enum-variant resolution.,20990
1263,def.ResolveEnumTupleSignature,formal-definition,semantic-analysis,required,checker.name-resolution,"semantic-analysis, qualified-resolution, enums, oracle.reference-model, oracle.coverage",Defines the partial-function signature for tuple enum-variant resolution.,21004
1264,def.ResolveEnumRecordSignature,formal-definition,semantic-analysis,required,checker.name-resolution,"semantic-analysis, qualified-resolution, enums, oracle.reference-model, oracle.coverage",Defines the partial-function signature for record enum-variant resolution.,21018
1265,def.ResolvePathJudgementSet,formal-definition,semantic-analysis,required,checker.name-resolution,"semantic-analysis, qualified-resolution, records, enums, oracle.reference-model, oracle.coverage",Defines the set of path-resolution judgements used by qualified disambiguation.,21032
1266,ResolveArgs-Empty,formal-rule,semantic-analysis,required,checker.name-resolution,"semantic-analysis, qualified-resolution, expressions, records, enums, diagnostics, oracle.reference-model, oracle.coverage",Defines formal rule ResolveArgs-Empty from rules.QualifiedDisambiguation.,21046
1267,ResolveArgs-Cons,formal-rule,semantic-analysis,required,checker.name-resolution,"semantic-analysis, qualified-resolution, expressions, records, enums, diagnostics, oracle.reference-model, oracle.coverage",Defines formal rule ResolveArgs-Cons from rules.QualifiedDisambiguation.,21063
1268,ResolveFieldInits-Empty,formal-rule,semantic-analysis,required,checker.name-resolution,"semantic-analysis, qualified-resolution, expressions, records, enums, diagnostics, oracle.reference-model, oracle.coverage",Defines formal rule ResolveFieldInits-Empty from rules.QualifiedDisambiguation.,21081
1269,ResolveFieldInits-Cons,formal-rule,semantic-analysis,required,checker.name-resolution,"semantic-analysis, qualified-resolution, expressions, records, enums, diagnostics, oracle.reference-model, oracle.coverage",Defines formal rule ResolveFieldInits-Cons from rules.QualifiedDisambiguation.,21098
